"KOTA,KECAMATAN,CODE,REG,ESTIMASI REG,OKE,ESTIMASI OKE,YES,ORIGIN"
"Magelang,Pakis,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Parakan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Pejagoan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Petanahan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Pituruh,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Poncowarno,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Prembun,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Pringsurat,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Puring,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Purwodadi,MGL,22000,2 - 3,19000,3 - 6,-,JAKARTA"
"Purworejo,Purworejo,MGL,22000,2 - 3,19000,3 - 6,-,JAKARTA"
"Kebumen,Rowokele,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Sadang,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Salam,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Salaman,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Sapuran,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Sawangan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Secang,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Selomerto,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Selopampang,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Sempor,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Srumbung,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Sruweng,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Sukoharjo,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Tegalrejo,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Temanggung,MGL,22000,2 - 3,19000,3 - 6,-,JAKARTA"
"Temanggung,Tembarak,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Tempuran,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Tlogomulyo,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Tretep,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Wadaslintang,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Watumalang,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,WINDUSARI,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Wonoboyo,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Wonosobo,MGL,22000,2 - 3,19000,3 - 6,-,JAKARTA"
"Sidoarjo,Balongbendo,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Bangsal,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Dawarblandong,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Dlanggu,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Gedeg,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Gondang,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Jatirejo,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Jetis,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Kemlagi,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Kutorejo,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Magersari,MJK,20000,1 - 2,17000,2 - 3,27000,JAKARTA"
"Mojokerto,Mojoanyar,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Mojokerto,MJK,20000,1 - 2,17000,2 - 3,27000,JAKARTA"
"Mojokerto,Mojosari,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Ngoro,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Pacet,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,ParajuritKulon,MJK,20000,1 - 2,17000,2 - 3,27000,JAKARTA"
"Sidoarjo,Prambon,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Pungging,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Puri,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Sooko,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Sidoarjo,Tarik,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Trawas,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Mojokerto,Trowulan,MJK,20000,1 - 2,17000,2 - 3,-,JAKARTA"
"Malang,Ampelgading,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Bakung,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Bantur,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Batu,Batu,MXG,24000,2 - 3,21000,3 - 6,-,JAKARTA"
"Blitar,Binangun,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Blimbing,MXG,20000,1 - 2,17000,2 - 3,27000,JAKARTA"
"Blitar,Blitar,MXG,24000,2 - 3,21000,3 - 6,-,JAKARTA"
"Malang,Bululawang,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Batu,Bumiaji,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Dampit,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Dau,MXG,29000,3 - 6,27000,4 - 7,27000,JAKARTA"
"Blitar,Doko,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Donomulyo,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Gandusari,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Garum,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Gedangan,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Gondanglegi,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Jabung,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Batu,Junrejo,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Kademangan,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Kalipare,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Kanigoro,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Karangploso,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Kasembon,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Kedungkandang,MXG,20000,1 - 2,17000,2 - 3,27000,JAKARTA"
"Malang,Kepanjen,MXG,24000,2 - 3,21000,3 - 6,-,JAKARTA"
"Blitar,Kepanjenkidul,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Kesamben,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Klojen,MXG,20000,1 - 2,17000,2 - 3,27000,JAKARTA"
"Malang,Kromengan,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Lawang,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Lowokwaru,MXG,20000,1 - 2,17000,2 - 3,27000,JAKARTA"
"Malang,Malang,MXG,20000,1 - 2,17000,2 - 3,27000,JAKARTA"
"Malang,Ngajum,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Ngantang,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Nglegok,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Pagak,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Pagelaran,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Pakis,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Pakisaji,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Panggungrejo,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Poncokusumo,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Ponggok,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Pujon,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Sanankulon,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Sananwetan,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Selopuro,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Selorejo,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Singosari,MXG,29000,3 - 6,27000,4 - 7,27000,JAKARTA"
"Blitar,Srengat,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Sukorejo,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Sukun,MXG,20000,1 - 2,17000,2 - 3,27000,JAKARTA"
"Malang,SumbermanjingWetan,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Sumberpucung,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Sutojayan,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Tajinan,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Talun,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Tirtoyudo,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Tumpang,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Turen,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Udanawu,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Wagir,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Wajak,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Wates,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Wlingi,MXG,24000,2 - 3,21000,3 - 6,-,JAKARTA"
"Blitar,Wonodadi,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Malang,Wonosari,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Blitar,Wonotirto,MXG,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"IntanJaya,Agisiga,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Paniai,Agisiga,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Paniai,Aradide,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Mappi,Assue,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"PuncakJaya,Beoga,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"IntanJaya,Biandoga,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Paniai,Biandoga,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Paniai,Bibida,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Paniai,Bogoboida,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Deiyai,Bowobado,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Mappi,CitakMitak,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Dipa,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Mappi,Edera,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Paniai,Enarotali,NBX,125000,6 - 8,107000,8 - 10,-,JAKARTA"
"PuncakJaya,Fawi,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Mappi,Haju,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"IntanJaya,Hitadipa,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"IntanJaya,Homeyo,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Paniai,Homeyo,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"PuncakJaya,Ilaga,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"PuncakJaya,Ilu,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"IntanJaya,IntanJaya,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Dogiyai,Kamu,NBX,125000,6 - 8,107000,8 - 10,-,JAKARTA"
"Dogiyai,KamuSelatan,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Dogiyai,KamuTimur,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Dogiyai,KamuUtara,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Deiyai,Kapiraya,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Mappi,Kepi,NBX,125000,6 - 8,107000,8 - 10,-,JAKARTA"
"Nabire,Makimi,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Mapia,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Menou,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"PuncakJaya,Mulia,NBX,125000,6 - 8,107000,8 - 10,-,JAKARTA"
"Nabire,Nabire,NBX,98000,4 - 6,84000,6 - 8,-,JAKARTA"
"Nabire,Nabirebarat,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Mappi,NambiomanBapai,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Napan,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Mappi,Obaa,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Obano,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Paniai,PaniaiBarat,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Paniai,PaniaiBarat,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"PuncakJaya,Sinak,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Siriwo,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"IntanJaya,Sugapa,NBX,125000,6 - 8,107000,8 - 10,-,JAKARTA"
"Dogiyai,Sukikai,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Dogiyai,SukikaiSelatan,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,TelukKimi,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,TelukUmar,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Deiyai,Tigi,NBX,125000,6 - 8,107000,8 - 10,-,JAKARTA"
"Deiyai,TigiBarat,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Deiyai,TigiTimur,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Uwapa,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"IntanJaya,Wandai,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Wanggar,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Wapoga,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Yaro,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Nabire,Yaur,NBX,157000,8 - 10,134000,10 - 12,-,JAKARTA"
"Situbondo,Arjasa,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Asembagus,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Bantaran,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Banyuanyar,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Banyuglugur,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Banyuputih,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Besuk,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Besuki,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Bungatan,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Candipuro,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Dringu,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Gading,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Gending,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Gucialit,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Jangkar,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Jatibanteng,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Jatiroto,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Kademangan,PBL,24000,2 - 3,21000,3 - 6,27000,JAKARTA"
"Probolinggo,Kanigaran,PBL,24000,2 - 3,21000,3 - 6,27000,JAKARTA"
"Situbondo,Kapongan,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Kedopok,PBL,24000,2 - 3,21000,3 - 6,27000,JAKARTA"
"Lumajang,Kedungjajang,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Kendit,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Klakah,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Kotaanyar,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Kraksaan,PBL,24000,1 - 2,21000,3 - 6,-,JAKARTA"
"Probolinggo,Krejengan,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Krucil,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Kunir,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Kuripan,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Leces,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Lumajang,PBL,24000,2 - 3,21000,3 - 6,-,JAKARTA"
"Probolinggo,Lumbang,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Mangaran,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Maron,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Mayangan,PBL,24000,2 - 3,21000,3 - 6,27000,JAKARTA"
"Situbondo,Mlandingan,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Padang,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Paiton,PBL,24000,2 - 3,21000,3 - 6,-,JAKARTA"
"Probolinggo,Pajarakan,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Pakuniran,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Panarukan,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Panji,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Pasirian,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Pasrujambe,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Probolinggo,PBL,20000,1 - 2,17000,2 - 3,27000,JAKARTA"
"Lumajang,Pronojiwo,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Randuagung,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Ranuyoso,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Rowokangkung,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Senduro,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,Situbondo,PBL,24000,2 - 3,21000,3 - 6,-,JAKARTA"
"Situbondo,Suboh,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Sukapura,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Sukodono,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Sumber,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Sumberasih,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Situbondo,SumberMalang,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Sumbersoko,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Tegalsiwalan,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Tekung,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Tempeh,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Tempursari,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Tiris,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Tongas,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Probolinggo,Wonoasih,PBL,24000,2 - 3,21000,3 - 6,27000,JAKARTA"
"Probolinggo,Wonomerto,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"Lumajang,Yosowilangun,PBL,29000,3 - 6,27000,4 - 7,-,JAKARTA"
"PadangPariaman,2X11KayuTanam,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"LimaPuluhKota,Akabiluru,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Agam,AmpekNagari,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Solok,Arosuka,PDG,34000,2 - 3,29000,3 - 6,-,JAKARTA"
"BukitTinggi,AurBirugoTigoBaleh,PDG,34000,2 - 3,29000,3 - 6,-,JAKARTA"
"Agam,Banuhampu,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Sawahlunto,Barangin,PDG,34000,2 - 3,29000,3 - 6,-,JAKARTA"
"PesisirSelatan,BasaIVBalaiTapan,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Agam,Baso,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PadangPariaman,BatangAnai,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PadangPariaman,BatangGasan,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PesisirSelatan,BatangKapas,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"TanahDatar,Batipuh,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"TanahDatar,BatipuhSelatan,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"TanahDatar,BatuSangkar,PDG,34000,2 - 3,29000,3 - 6,-,JAKARTA"
"PesisirSelatan,Bayang,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PesisirSelatan,BayangUtara,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Pasaman,Bonjol,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"LimaPuluhKota,BukitBarisan,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Solok,BukitSundi,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"BukitTinggi,BukitTinggi,PDG,34000,2 - 3,29000,3 - 6,-,JAKARTA"
"Padang,BungusTelukKabung,PDG,25000,1 - 2,22000,2 - 3,30000,JAKARTA"
"Agam,Candung,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Solok,DanauKembar,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"LimaPuluhKota,Guguk,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"BukitTinggi,GugukPanjang,PDG,34000,2 - 3,29000,3 - 6,-,JAKARTA"
"LimaPuluhKota,GunungMas,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Solok,GunungTalang,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PasamanBarat,GunungTuleh,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"LimaPuluhKota,Harau,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Solok,HiliranGumanti,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PadangPariaman,II.X.XI.VILingkung,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Pasaman,IIINagari,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Pasaman,IIKoto,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Agam,IVAngkatCanduang,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PesisirSelatan,IVJurai,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Agam,IVKoto,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PadangPariaman,IVKotoAurMalintang,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Sijunjung,IVNagari,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Solok,IXKotoSungaiLasi,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Solok,JunjungSirih,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Sijunjung,KamangBaru,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Agam,KamangMagek,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"LimaPuluhKota,KapurIX,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PasamanBarat,Kinali,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Dharmasraya,KotoBaru,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"SolokSelatan,KotoParikGadangDiateh,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Padang,KotoTangah,PDG,25000,1 - 2,22000,2 - 3,30000,JAKARTA"
"Sijunjung,KotoTujuh,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PesisirSelatan,KotoXITarusan,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Solok,Kubung,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Sijunjung,Kupitan,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Padang,Kuranji,PDG,25000,1 - 2,22000,2 - 3,30000,JAKARTA"
"LimaPuluhKota,LarehSagoHalaban,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"Solok,LembahGumanti,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
"PasamanBarat,LembahMelintang,PDG,43000,3 - 6,37000,4 - 7,-,JAKARTA"
