"KOTA,KECAMATAN,CODE,REG,ESTIMASI REG,OKE,ESTIMASI OKE,YES,ORIGIN"
"MandailingNatal,LinggaBayu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"HumbangHasudutan,LintongNihuta,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Nias,LolofituMoi,MES,72000,+ 10,-,-,-,JAKARTA"
"NiasSelatan,Lolomatua,MES,72000,+ 10,-,-,-,JAKARTA"
"NiasSelatan,LoloWa'u,MES,72000,+ 10,-,-,-,JAKARTA"
"Nias,Lotu,MES,72000,+ 10,-,-,-,JAKARTA"
"PadangLawas,LubukBarumun,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,LubukBarumun,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,LubukPakam,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"TobaSamosir,LumbanJulu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliTengah,Lumut,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Nias,Mandrehe,MES,72000,+ 10,-,-,-,JAKARTA"
"TapanuliTengah,Manduamas,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,Marancar,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"LabuhanBatu,Marbau,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Karo,Mardinding,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Medan,Medan,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanAmplas,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanArea,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanBarat,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanBaru,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanBelawan,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanDeli,MES,27000,1 - 2,23000,2 - 3,-,JAKARTA"
"Medan,MedanDenai,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Batubara,MedangDeras,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Medan,MedanHelvetia,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanJohor,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanKota,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanLabuhan,MES,27000,1 - 2,23000,2 - 3,-,JAKARTA"
"Medan,MedanMaimun,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanMarelan,MES,27000,1 - 2,23000,2 - 3,-,JAKARTA"
"Medan,MedanPerjuangan,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanPetisah,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanPolonia,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanSelayang,MES,27000,1 - 2,23000,2 - 3,-,JAKARTA"
"Medan,MedanSunggal,MES,27000,1 - 2,23000,2 - 3,-,JAKARTA"
"Medan,MedanTembung,MES,27000,1 - 2,23000,2 - 3,-,JAKARTA"
"Medan,MedanTimur,MES,27000,1 - 2,23000,2 - 3,34000,JAKARTA"
"Medan,MedanTuntungan,MES,27000,1 - 2,23000,2 - 3,-,JAKARTA"
"Asahan,Meranti,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Karo,Merek,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,Muara,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,MuaraBatangGadis,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,MuaraSipongi,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Karo,Munte,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Samosir,Nainggolan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"LabuhanBatu,NaIX-X,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,NamoRambe,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TobaSamosir,Nassau,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,Natal,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"HumbangHasudutan,OnanGanjang,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Samosir,OnanRunggu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PadangLawasUtara,PadangBolak,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,PadangBolak,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PadangLawasUtara,PadangBolakJulu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,PadangBolakJulu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TebingTinggi,PadangHilir,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TebingTinggi,PadangHulu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PadangSidempuan,PadangSidempuan,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"TapanuliSelatan,PadangSidempuanBarat,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PadangSidempuan,PadangSidempuanBatuNadua,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"PadangSidempuan,PadangSidempuanHutaimbaru,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"PadangSidempuan,PadangSidempuanSelatan,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"PadangSidempuan,PadangSidempuanTenggara,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"TapanuliSelatan,PadangSidempuanTimur,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PadangSidempuan,PadangSidempuanUtara,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Langkat,PadangTualang,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,Pagaran,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,PagarMarbau,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PakpakBarat,Pagindar,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,PahaeJae,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,PahaeJulu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"HumbangHasudutan,Pakkat,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Samosir,Palipi,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"LabuhanBatu,PanaiHilir,MES,72000,+ 10,-,-,-,JAKARTA"
"LabuhanBatu,PanaiHulu,MES,72000,+ 10,-,-,-,JAKARTA"
"LabuhanBatu,PanaiTengah,MES,72000,+ 10,-,-,-,JAKARTA"
"DeliSerdang,PancurBatu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,Panei,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,Pangaribuan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Langkat,PangkalanSusu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"LabuhanBatu,Pangkatan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Samosir,Pangururan,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Simalungun,PanombeianPane,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"SerdangBedagai,PantaiCermin,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,PantaiLabu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,Panyabungan,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"MandailingNatal,PanyabunganBarat,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,PanyabunganKota,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,PanyabunganSelatan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,PanyabunganTimur,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,PanyabunganUtara,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"HumbangHasudutan,Paranginan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Dairi,Parbuluan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"HumbangHasudutan,Parlilitan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,Parmonangan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Karo,Payung,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Dairi,PegaganHilir,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,PematangBandar,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,PematangRaya,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Pematangsiantar,PematangSiantar,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Simalungun,PematangSidamanik,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"SerdangBedagai,Perbaungan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,PercutSeiTuan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PakpakBarat,Pergetteng-gettengSengkut,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,Petumbak,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TobaSamosir,PintuPohanMeranti,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"HumbangHasudutan,Pollung,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PadangLawasUtara,Poribi,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TobaSamosir,Porsea,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,Portibi,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"NiasSelatan,Pulau-PulauBatu,MES,72000,+ 10,-,-,-,JAKARTA"
"Asahan,PulauRakyat,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,Purba,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,Purbatua,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TebingTinggi,Rambutan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"LabuhanBatu,RantauPrapat,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"LabuhanBatu,RantauSelatan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"LabuhanBatu,RantauUtara,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,Raya,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,RayaKahean,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Samosir,RonggurNihuta,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,SaiparDolokHole,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PakpakBarat,Salak,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Langkat,Salapian,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Langkat,SawitSeberang,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,SayurMatinggi,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Langkat,Secanggang,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Batubara,SeiBalai,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Langkat,SeiBingai,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Asahan,SeiKepayang,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Langkat,SeiLepan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"SerdangBedagai,SeiRampah,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Batubara,SeiSuka,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TanjungBalai,SeiTualangRaso,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Langkat,Selesai,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,Siabu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,Siais,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Samosir,SianjurMulaMula,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,Siantar,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Pematangsiantar,SiantarBarat,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Pematangsiantar,SiantarMarihat,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Pematangsiantar,SiantarMartoba,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"TobaSamosir,SiantarNarumonda,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Pematangsiantar,SiantarSelatan,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Pematangsiantar,SiantarTimur,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Pematangsiantar,SiantarUtara,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"TapanuliUtara,SiatasBarita,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliTengah,Sibabangun,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,Sibolangit,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliTengah,Sibolga,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Sibolga,SibolgaKota,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Sibolga,SibolgaSambas,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Sibolga,SibolgaSelatan,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Sibolga,SibolgaUtara,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"TapanuliUtara,Siborong-Borong,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"PadangLawas,Sibuhuan,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Simalungun,Sidamanik,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Dairi,Sidikalang,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Dairi,SiempatNempu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Dairi,SiempatNempuHilir,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Dairi,SiempatNempuHulu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PakpakBarat,SiempatRube,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TobaSamosir,Sigumpar,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"HumbangHasudutan,SijamaPolang,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TobaSamosir,Silaen,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"LabuhanBatu,Silangkitang,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,SilauKahean,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,Silimakuta,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Dairi,SilimaPungga-Pungga,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PadangLawasUtara,Simangambat,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,Simangambat,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,Simangumban,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Samosir,Simanindo,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Asahan,SimpangEmpat,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Karo,SimpangEmpat,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,SinembahTanjungmudaHilir,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,SinembahTanjungmudaHulu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,Sipahutar,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,Sipirok,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"SerdangBedagai,Sipispis,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,Sipoholon,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliTengah,Sirandorung,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Nias,Sirombo,MES,72000,+ 10,-,-,-,JAKARTA"
"TapanuliTengah,Sitahuis,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PakpakBarat,SitelluTaiUrangJehe,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PakpakBarat,SitelluTaiUrangJulu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Samosir,Sitiotio,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliTengah,Sorkam,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliTengah,SorkamBarat,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PadangLawas,Sosa,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,Sosa,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PadangLawas,Sosopan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,Sosopan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliTengah,SosorGadong,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Langkat,Stabat,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Dairi,Sumbul,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"LabuhanBatu,SungaiKanan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,Sunggal,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Batubara,Talawi,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,Tambangan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TobaSamosir,Tampahan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,TanahJawa,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Dairi,TanahPinem,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TanjungBalai,TanjungBalai,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Asahan,TanjungBalaiAsahan,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"TanjungBalai,TanjungBalaiSelatan,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"TanjungBalai,TanjungBalaiUtara,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"SerdangBedagai,TanjungBeringin,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"DeliSerdang,TanjungMorawa,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Langkat,TanjungPura,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Batubara,TanjungTiram,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,TapianDolok,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliTengah,TapianNauli,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"HumbangHasudutan,Tarabintang,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliUtara,Tarutung,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"SerdangBedagai,TebingTinggi,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TebingTinggi,TebingTinggi,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"NiasSelatan,TelukDalam,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"SerdangBedagai,TelukMengkudu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TanjungBalai,TelukNibung,MES,38000,2 - 3,33000,3 - 6,-,JAKARTA"
"Karo,TigaBinanga,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Dairi,TigaLingga,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Karo,TigaPanah,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PakpakBarat,Tinada,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"LabuhanBatu,Torgamba,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Nias,Tuhemberua,MES,72000,+ 10,-,-,-,JAKARTA"
"TapanuliTengah,Tukka,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Simalungun,UjungPadang,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TobaSamosir,Uluan,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"PadangLawas,UluBarumun,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"TapanuliSelatan,UluBarumun,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"MandailingNatal,UluPungkut,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Langkat,Wampu,MES,48000,3 - 6,42000,4 - 7,-,JAKARTA"
"Kebumen,Adimulyo,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Aliyan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Ambal,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Ayah,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Bagelen,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Bandongan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Bansari,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Banyuurip,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Bayan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Bejen,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Bener,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Bonorowo,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Borobudur,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Bruno,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Buayan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Bulu,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Bulupesantren,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Butuh,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Candimulyo,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Candiroto,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Dukun,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Garung,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Gebang,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Gemawang,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Gombong,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Grabag,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Grabag,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Jumo,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Kajoran,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Kaliangkrik,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Kalibawang,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Kaligesing,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Kalikajar,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Kaliwiro,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Kaloran,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Kandangan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Karanganyar,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Karanggayam,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Karangsambung,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Kebumen,MGL,22000,2 - 3,19000,3 - 6,-,JAKARTA"
"Temanggung,Kedu,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Kejajar,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Kemiri,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Kepil,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Kertek,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Kledung,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Klirong,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Kranggan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Kutoarjo,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Kutowinangun,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Kuwarasan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Leksono,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Loano,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Magelang,MGL,18000,1 - 2,16000,2 - 3,25000,JAKARTA"
"Magelang,MagelangSelatan,MGL,18000,1 - 2,16000,2 - 3,25000,JAKARTA"
"Magelang,MagelangTengah,MGL,18000,1 - 2,16000,2 - 3,25000,JAKARTA"
"Magelang,MagelangUtara,MGL,18000,1 - 2,16000,2 - 3,25000,JAKARTA"
"Magelang,MERTOYUDAN,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Mirit,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Wonosobo,Mojotengah,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Mungkid,MGL,22000,2 - 3,19000,3 - 6,-,JAKARTA"
"Magelang,Muntilan,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Ngablak,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Temanggung,Ngadirejo,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Magelang,Ngluwar,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Purworejo,Ngombol,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
"Kebumen,Padureso,MGL,23000,3 - 6,22000,4 - 7,-,JAKARTA"
